,name,api_keyword,business_status,place_id,lat,lng,rating,user_ratings_total,types,vicinity,price_level
1020,Zahlé Restaurant,restaurant,OPERATIONAL,ChIJI0iJKgtw5kcRZ4RUQLM8ZKc,48.8375013,2.2783976,4.3,124,"['restaurant', 'food', 'point_of_interest', 'establishment']","100 Rue Balard, Paris",2
1021,Restaurant de Sers,restaurant,OPERATIONAL,ChIJm6yXoMJv5kcRRGUGrq7DKmQ,48.868244,2.3003603,4.3,63,"['restaurant', 'food', 'point_of_interest', 'establishment']","41 Av. Pierre 1er de Serbie, Paris",
1022,Frame Restaurant & Bar,restaurant,OPERATIONAL,ChIJvdsKwh1w5kcRBk29AGHlfQg,48.8558894,2.2932366,4.1,974,"['restaurant', 'food', 'point_of_interest', 'establishment']","18 avenue de Suffren, 22 Rue Jean Rey Entrée au, Paris",2
1023,"Le Relais du Parc, Restaurant and Terrace",restaurant,OPERATIONAL,ChIJZXChefpv5kcR2nn4M4TLnVw,48.86731169999999,2.285761,4.4,136,"['restaurant', 'food', 'point_of_interest', 'establishment']","55-57 Av. Raymond Poincaré, Paris",4
1024,CAFE COMPTOIR RESTAURANT....PIZZAS...Tagliatelles,restaurant,OPERATIONAL,ChIJgY6UyYBv5kcRS7bOKooANh4,48.8753172,2.2964546,0.0,0,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Av. de Wagram, Paris",
1025,Restaurant Iannello,restaurant,OPERATIONAL,ChIJ87jwJqN65kcRRpBpu_Zn0H0,48.8402854,2.2655252,4.5,243,"['restaurant', 'food', 'point_of_interest', 'establishment']","17 Boulevard Exelmans, Paris",3
1026,Restaurant Chez Zhong,restaurant,OPERATIONAL,ChIJo8O-NuVv5kcRHh2k3WDssvI,48.8656711,2.2894489,4.1,549,"['restaurant', 'food', 'point_of_interest', 'establishment']","69 Av. Kléber, Paris",2
1027,Restaurant LE Drugstore,restaurant,OPERATIONAL,ChIJgfoVfI5v5kcRddBtmdEkm18,48.87251329999999,2.2970568,4.3,494,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","133 Av. des Champs-Élysées, Paris",
1028,Al Punjab – Indien Halal Restaurant Au Paris 15,restaurant,OPERATIONAL,ChIJyWZ2qD5w5kcRhxgPAKOAkkc,48.8413968,2.3028464,4.2,220,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","5 Rue du Général Beuret, Paris",2
1029,Le Coq,restaurant,OPERATIONAL,ChIJ86rCtf5v5kcRfZpg6Ccc9NY,48.8635475,2.2878919,3.9,2381,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Pl. du Trocadéro et du 11 Novembre, Paris",3
1030,Talai Lamo Restaurant,restaurant,OPERATIONAL,ChIJTS6OjwN75kcRqsBUgwInJQ0,48.8407239,2.2661113,4.9,220,"['restaurant', 'food', 'point_of_interest', 'establishment']","18 Boulevard Exelmans, Paris",
1031,La Causerie,restaurant,OPERATIONAL,ChIJn3uDk_9v5kcRNGe7-f8GHIE,48.8589905,2.2783595,4.5,278,"['restaurant', 'food', 'point_of_interest', 'establishment']","31 Rue Vital, Paris",2
1032,Restaurant Helen,restaurant,OPERATIONAL,ChIJQYII-cBv5kcRK4u21uvRoFE,48.875053,2.304002,4.5,198,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 Rue Berryer, Paris",4
1033,Restaurant Le Blavet,restaurant,OPERATIONAL,ChIJU318LxBw5kcRLlE3ow5S5G8,48.84535109999999,2.2879323,4.4,290,"['restaurant', 'food', 'point_of_interest', 'establishment']","75bis Rue de Lourmel, Paris",2
1034,Arnaud Nicolas - Restaurant & Boutique,restaurant,OPERATIONAL,ChIJVVUpCyBw5kcRViL9FZ0mEPc,48.8569235,2.3010149,4.7,551,"['restaurant', 'food', 'point_of_interest', 'establishment']","46 Av. de la Bourdonnais, Paris",3
1035,Le Petit L'or,restaurant,OPERATIONAL,ChIJNUggmS5l5kcRf8-lkq493HU,48.8637766,2.2773042,4.6,266,"['restaurant', 'food', 'point_of_interest', 'establishment']","82 Rue de la Pompe, Paris",
1036,DÉLIT.,restaurant,OPERATIONAL,ChIJSylwvh5v5kcRVn4SkjX1K44,48.86970789999999,2.2979284,4.9,128,"['restaurant', 'food', 'point_of_interest', 'establishment']","55 Av. Marceau, Paris",
1037,6 New-York,restaurant,OPERATIONAL,ChIJc5Ooeudv5kcRcdi78t9C8CE,48.8641911,2.2996676,4.5,703,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Av. de New York, Paris",3
1038,Il Grano,restaurant,OPERATIONAL,ChIJq6pm-Yxv5kcRTVc7Uz21_08,48.87969,2.2869801,4.6,1661,"['restaurant', 'food', 'point_of_interest', 'establishment']","212 Bis Bd Pereire, Paris",2
1039,Restaurant Le Beaujolais,restaurant,OPERATIONAL,ChIJ6_60ZB5w5kcRn8tBL_iYii0,48.855,2.2944444,4.1,2689,"['restaurant', 'food', 'point_of_interest', 'establishment']","28 Av. de Suffren, Paris",2
1040,Restaurant Good,restaurant,OPERATIONAL,ChIJeTBDzvN75kcRrCxkkAAmXVI,48.8364572,2.2519332,3.7,3,"['restaurant', 'food', 'point_of_interest', 'establishment']","36 Av. Edouard Vaillant, Boulogne-Billancourt",
1041,Rasna Restaurant Indien,restaurant,OPERATIONAL,ChIJLbubK21w5kcR4tTL6tCwR4Q,48.8369637,2.2893138,4.3,367,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","214 Rue de la Croix Nivert, Paris",
1042,GINGER Restaurant,restaurant,OPERATIONAL,ChIJi92O1cJv5kcRDZ__QzIYkQc,48.8673115,2.3031136,4.0,282,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","11 Rue de la Tremoille, Paris",
1043,Restaurant italien la gourmandise,restaurant,OPERATIONAL,ChIJg_AmhiBw5kcRo714SmSMlP4,48.8563865,2.3026688,4.4,255,"['restaurant', 'food', 'point_of_interest', 'establishment']","28 Rue Augereau, Paris",
1044,Mayfair Garden,restaurant,OPERATIONAL,ChIJz_qvQu5v5kcR5-AeN9HpyY4,48.8648594,2.2896304,4.6,1612,"['restaurant', 'food', 'point_of_interest', 'establishment']","33 Rue de Longchamp, Paris",2
1045,Restaurant Le Rive Droite,restaurant,OPERATIONAL,ChIJnaYBSFVl5kcRB_LTw0VjBtY,48.8582747,2.2758778,4.4,44,"['restaurant', 'food', 'point_of_interest', 'establishment']","80 Rue de Passy, Paris",
1046,Restaurant Dos Almas,restaurant,OPERATIONAL,ChIJH9-GIJ1v5kcRv0ojpSwv-iw,48.8652454,2.3044583,4.4,118,"['restaurant', 'food', 'point_of_interest', 'establishment']","35 Rue Jean Goujon, Paris",
1047,Restaurant Bon - Paris 16,restaurant,OPERATIONAL,ChIJkbVMqVVl5kcRmF-iadbv-v4,48.8601678,2.2749784,4.2,1073,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","25 Rue de la Pompe, Paris",3
1048,Le Royal,restaurant,OPERATIONAL,ChIJCUbjmiBw5kcRetgzuVKmTwc,48.8565086,2.3029223,4.4,478,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","212 Rue de Grenelle, Paris",1
1049,Au Bon Accueil. Bar...brasserie. Restaurant,restaurant,OPERATIONAL,ChIJ-yGYrOVv5kcRk5pPX3n8q4g,48.8650111,2.2921274,4.1,94,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","12 Rue de Longchamp, Paris",1
1050,Fgood,restaurant,OPERATIONAL,ChIJDQKYBMxv5kcRn1qVH00LHts,48.8613998,2.2792407,4.8,29,"['restaurant', 'food', 'point_of_interest', 'establishment']","78 Rue de la Tour, Paris",
1051,Indian Restaurant Goa,restaurant,OPERATIONAL,ChIJJWm4fyBw5kcRWnLods-dJS8,48.8569786,2.302413,3.6,300,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","19 Rue Augereau, Paris",2
1052,Le Café de Paris,restaurant,OPERATIONAL,ChIJIXf-s-tv5kcRuUFrGADIzeM,48.8738422,2.297803,3.9,1556,"['restaurant', 'food', 'point_of_interest', 'establishment']","45 Av. de Friedland, Paris",2
1053,Ashiana Restaurant,restaurant,OPERATIONAL,ChIJF4RQM5Vv5kcRETlZg7OD00o,48.8772599,2.2994565,4.0,241,"['restaurant', 'food', 'point_of_interest', 'establishment']","229 Rue du Faubourg Saint-Honoré, Paris",2
1054,Le Vinci,restaurant,OPERATIONAL,ChIJK5TcJ-5v5kcRMrT3kVdFonY,48.8705916,2.289452,4.7,103,"['restaurant', 'food', 'point_of_interest', 'establishment']","23 Rue Paul Valéry, Paris",
1055,Le Bar,bar,OPERATIONAL,ChIJv910J-hv5kcR2Yt9J5pSPuk,48.8688535,2.30081,4.4,43,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","31 Av. George V, Paris",
1056,Le Botaniste,bar,OPERATIONAL,ChIJxz9xPuRv5kcRphoZzH1pPaY,48.8637098,2.2933445,4.6,126,"['bar', 'point_of_interest', 'establishment']","10 Av. d'Iéna, Paris",
1057,Le Bar du Bristol,bar,OPERATIONAL,ChIJWZFcKs9v5kcRpPtQJY0Kn6k,48.8717232,2.3148206,4.6,208,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","Hôtel Le Bristol Paris, 112 Rue du Faubourg Saint-Honoré, Paris",2
1058,Rhinocéros Bar,bar,OPERATIONAL,ChIJp0_vJaVx5kcRXb9loHT089w,48.8482006,2.2904544,4.4,528,"['bar', 'point_of_interest', 'establishment']","35 Rue de Lourmel, Paris",2
1059,Bar Le Massenet,bar,OPERATIONAL,ChIJI0FGSEpv5kcRZbNqYBu4y38,48.8583074,2.2795101,4.0,4,"['bar', 'point_of_interest', 'establishment']","5bis Rue Massenet, Paris",
1060,Bar à Champagne,bar,OPERATIONAL,ChIJv9eK8-Fv5kcR8CrcigSjIKI,48.8582394,2.2944263,4.1,305,"['bar', 'point_of_interest', 'establishment']","5 Av. Anatole France, Paris",
1061,Le R Cocktail Bar,bar,OPERATIONAL,ChIJ___LgMZv5kcRq1EgcyBHeKo,48.8723537,2.3091151,3.9,19,"['bar', 'point_of_interest', 'establishment']","94 Rue La Boétie, Paris",
1062,Blind Bar,bar,OPERATIONAL,ChIJDyvH1tpv5kcR5Trgk-IuWsc,48.8666057,2.3090712,4.6,7,"['bar', 'point_of_interest', 'establishment']","8 Rue Jean Goujon, Paris",
1063,Gatsby,bar,OPERATIONAL,ChIJz6QnLSdw5kcRYbXZEC0xOuo,48.85499739999999,2.3050591,4.5,473,"['bar', 'point_of_interest', 'establishment']","64 Av. Bosquet, Paris",2
1064,Bar Des Artistes,bar,OPERATIONAL,ChIJJ96-BcRv5kcRoIzS4kylkms,48.8715137,2.3068272,3.0,29,"['bar', 'point_of_interest', 'establishment']","43 Rue de Ponthieu, Paris",
1065,The Be Bop Bar,bar,OPERATIONAL,ChIJDV8sla1v5kcRC4y3brvSWFs,48.8879637,2.3205236,4.7,124,"['bar', 'point_of_interest', 'establishment']","89 Rue Legendre, Paris",1
1066,Le Bar,bar,OPERATIONAL,ChIJAcNYmcJv5kcRgIY3yJUs6VE,48.8662354,2.3043737,4.3,148,"['bar', 'point_of_interest', 'establishment']","Hôtel Plaza Athénée, 25 Av. Montaigne, Paris",3
1067,Royal au Bar,bar,OPERATIONAL,ChIJRepdV31v5kcRjtF58HZ7z8A,48.8728771,2.3239076,3.9,76,"['bar', 'point_of_interest', 'establishment']","29 Rue de l'Arcade, Paris",
1068,Le Bar Kléber,bar,OPERATIONAL,ChIJo41X6-5v5kcRbB2lemNrNZY,48.8710588,2.2933592,4.4,84,"['bar', 'point_of_interest', 'establishment']","19 Av. Kléber, Paris",
1069,Secret 8 By Buddha Bar,bar,OPERATIONAL,ChIJE3wFa81v5kcRPkj_5h0aPAQ,48.8680234,2.3214448,4.3,47,"['bar', 'point_of_interest', 'establishment']","8-12 Rue Boissy d'Anglas, Paris",
1070,"Le Speakeasy Club Paris, Festive Restaurant & Piano Bar",bar,OPERATIONAL,ChIJVYQc4ehv5kcRxAmY5t4c54k,48.8694717,2.2964842,4.0,1176,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","25 Rue Jean Giraudoux, Paris",3
1071,Bar 19.20,bar,OPERATIONAL,ChIJIfDomZhv5kcRGke9wBF3AGI,48.8691464,2.3007936,4.2,49,"['bar', 'point_of_interest', 'establishment']","Prince de Galles, a Luxury Collection Hotel, Paris, 33 Av. George V, Paris",
1072,Smile Drink Bar & Music,bar,OPERATIONAL,ChIJRYhUtDRu5kcRT8t7_CqIU5o,48.8727925,2.3236009,3.7,175,"['bar', 'point_of_interest', 'establishment']","24 Rue Pasquier, Paris",2
1073,HÔme Bar,bar,OPERATIONAL,ChIJkY1zCSpw5kcRIB6tHZsxJpk,48.856627,2.3172949,4.4,159,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","47 Rue de Bourgogne, Paris",2
1074,Le Bar Long,bar,OPERATIONAL,ChIJF5ftlupv5kcR_6TsX14z6Hk,48.87582099999999,2.3004121,4.1,53,"['bar', 'point_of_interest', 'establishment']","37 Av. Hoche, Paris",
1075,Le S Bar,bar,OPERATIONAL,ChIJz5vFKvVv5kcRESJcb8JEv9I,48.8683285,2.3002268,0.0,0,"['bar', 'point_of_interest', 'establishment']","41 Av. Pierre 1er de Serbie, Paris",
1076,VIP Bar,bar,OPERATIONAL,ChIJ8em_Mo1v5kcRTyobnAmKVtk,48.8774587,2.2879803,3.8,11,"['bar', 'point_of_interest', 'establishment']","14 Rue Denis Poisson, Paris",
1077,Bar & Cantina De Quartier,bar,OPERATIONAL,ChIJrcOoI_Fv5kcRCsdrpQg9rFo,48.8704162,2.2849813,0.0,0,"['bar', 'point_of_interest', 'establishment']","91 Av. Raymond Poincaré, Paris",
1078,Lounge Bar,bar,OPERATIONAL,ChIJx8nxaMFv5kcRnI8TRwFto3c,48.872798,2.3049971,4.3,32,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","16 Rue de Berri, Paris",
1079,Bar Brasserie,bar,OPERATIONAL,ChIJBag7je5v5kcR_0ddvn3rT1U,48.8711627,2.2928708,2.5,2,"['bar', 'point_of_interest', 'establishment']","20M Av. Kléber, Paris",
1080,Bar du Central,bar,OPERATIONAL,ChIJX1hmctdv5kcRg9cTYs5iwHA,48.8594867,2.3067257,4.4,576,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","99 Rue Saint-Dominique, Paris",2
1081,M101 Bar Brasserie,bar,OPERATIONAL,ChIJr3few59v5kcRYJtbjmJvqFY,48.8892699,2.3222138,4.4,68,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","101 Av. de Clichy, Paris",
1082,Doris Bar,bar,OPERATIONAL,ChIJrdKy0Kdv5kcREuzmhNlf4LA,48.872159,2.294962,0.0,0,"['bar', 'point_of_interest', 'establishment']","5 Rue de Presbourg, Paris",
1083,UC-61,bar,OPERATIONAL,ChIJMRlOxuxv5kcRZiUpQq9d0Is,48.8766347,2.2939472,4.7,368,"['bar', 'point_of_interest', 'establishment']","4 Rue de l'Arc de Triomphe, Paris",2
1084,W Terrasse Bar,bar,OPERATIONAL,ChIJNe91h8Fv5kcR8HUaz_4mD8M,48.8722657,2.3035502,4.0,2,"['bar', 'point_of_interest', 'establishment']","7 Rue de Berri, Paris",
1085,Pub Kléber,bar,OPERATIONAL,ChIJo8O-NuVv5kcRFEsplbhryC0,48.8658607,2.2895866,3.7,929,"['bar', 'point_of_interest', 'establishment']","69 Av. Kléber, Paris",2
1086,Le Butterfly Bar,bar,OPERATIONAL,ChIJX00P9bNv5kcRhsPg_dJZU_I,48.8597525,2.3239102,5.0,1,"['bar', 'point_of_interest', 'establishment']","8 Rue de Bellechasse, Paris",
1087,Shisha bar,bar,OPERATIONAL,ChIJ1Ri3KYRv5kcRjfVl69SHgZc,48.8703004,2.3016397,0.0,0,"['bar', 'point_of_interest', 'establishment']","18 Rue Christophe Colomb, Paris",
1088,Stay YANNICK ALLENO,bar,OPERATIONAL,ChIJPRV1Fs1v5kcRghxWg-JxY4M,48.868528,2.321506,4.6,34,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","15 Rue Boissy d'Anglas, Paris",
1089,Pleyground Bar,bar,OPERATIONAL,ChIJIVs776Rv5kcRgtJn-pDR2_4,48.8757879,2.3043802,5.0,3,"['bar', 'point_of_interest', 'establishment']","214 Rue du Faubourg Saint-Honoré, Paris",
1090,Idéal Bar,bar,OPERATIONAL,ChIJ-xEscsZv5kcRsmBahYtYnAU,48.872622,2.3104746,4.2,123,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']","71 Rue La Boétie, Paris",2
1091,Le Bar à promotions,bar,OPERATIONAL,ChIJs2G0OYlv5kcRuX18FXU0gMY,48.8716295,2.3080178,0.0,0,"['bar', 'point_of_interest', 'establishment']","91 Rue La Boétie, Paris",
1092,Bar Aux Sports,bar,OPERATIONAL,ChIJ4wbcdqxv5kcRR6wP8EmVxpE,48.8917568,2.3210529,3.0,14,"['bar', 'point_of_interest', 'establishment']","17 Rue Guy Môquet, Paris",
1093,After Paris,bar,OPERATIONAL,ChIJUXvbVBFv5kcRhF5YS2OVgvo,48.8680546,2.3008886,0.0,0,"['bar', 'point_of_interest', 'establishment']","27 Av. George V, Paris",
1094,Private Bar,bar,OPERATIONAL,ChIJifj118Jv5kcRZtG74DSUjKs,48.8677879,2.3032377,0.0,0,"['bar', 'point_of_interest', 'establishment']","18 Rue Clément Marot, Paris",
1095,Hotel Eiffel Seine,hotel,OPERATIONAL,ChIJncpa3Bxw5kcRRM5i5Jgmg9I,48.854364,2.2892933,4.2,915,"['lodging', 'point_of_interest', 'establishment']","3 Bd de Grenelle, Paris",
1096,Hôtel Eiffel Kensington,hotel,OPERATIONAL,ChIJC73PfCBw5kcRMlLRLrjmZdE,48.8565473,2.3021594,3.1,437,"['lodging', 'point_of_interest', 'establishment']","79 Av. de la Bourdonnais, Paris",
1097,Hôtel Le Derby Alma Paris,hotel,OPERATIONAL,ChIJmWQ4Ot5v5kcRkVjLeJO46Uc,48.8604813,2.3007875,4.4,516,"['lodging', 'point_of_interest', 'establishment']","8 Av. Rapp, Paris",
1098,Hotel Gustave,hotel,OPERATIONAL,ChIJLQ2JIRtw5kcRrRsNOIlGMUM,48.8502052,2.289043,4.6,824,"['lodging', 'point_of_interest', 'establishment']","34 Rue Viala, Paris",
1099,Fertel Maillot,hotel,OPERATIONAL,ChIJNUkbr4xv5kcRhTqZsSMsvAQ,48.8781986,2.2853013,4.0,224,"['lodging', 'point_of_interest', 'establishment']","269 Bd Pereire, Paris",
1100,Hotel Amélie,hotel,OPERATIONAL,ChIJGWpI49hv5kcR89snoY6nJEk,48.8592895,2.3075145,4.1,178,"['lodging', 'point_of_interest', 'establishment']","5 Rue Amélie, Paris",
1101,Hôtel Villa Glamour,hotel,OPERATIONAL,ChIJiU43g_hv5kcRyIHJeHFx6lg,48.86458469999999,2.2779376,4.5,94,"['lodging', 'point_of_interest', 'establishment']","85 Rue de la Pompe, Paris",
1102,Hôtel De Varenne,hotel,OPERATIONAL,ChIJK2bf-dVv5kcRhI86lcsy6GY,48.8570084,2.3172318,4.4,197,"['lodging', 'point_of_interest', 'establishment']","44 Rue de Bourgogne, Paris",
1103,Apartments WS Opéra - Rossini,hotel,OPERATIONAL,ChIJZ_tfOzlu5kcRh-Ot36rsP4g,48.87324539999999,2.3392132,3.9,25,"['lodging', 'point_of_interest', 'establishment']","10 Rue Rossini, Paris",
1104,BVJ OPÉRA-MONTMARTRE,hotel,OPERATIONAL,ChIJGSsLE0hu5kcRpaRz_ajmiB0,48.8776929,2.334019,3.5,909,"['lodging', 'point_of_interest', 'establishment']","1 Rue de la Tour des Dames, Paris",
1105,Hôtel Marceau Champs Elysees-PARIS,hotel,OPERATIONAL,ChIJ7dYaa-hv5kcRSJ4OQWI5l8U,48.86813180000001,2.2987342,4.1,164,"['lodging', 'point_of_interest', 'establishment']","37 Av. Marceau, Paris",
1106,Best Western Hôtel Au Trocadéro,hotel,OPERATIONAL,ChIJnVRHDftv5kcRWhkYJCSNhXU,48.8637868,2.2866384,4.3,299,"['lodging', 'point_of_interest', 'establishment']","3 Av. Raymond Poincaré, Paris",
1107,Juliana Hotel Paris,hotel,OPERATIONAL,ChIJ-3usn95v5kcR55nNvD-rlWg,48.8618828,2.3039856,4.4,237,"['gym', 'bar', 'health', 'lodging', 'point_of_interest', 'establishment']","10-12 Rue Cognacq Jay, Paris",
1108,Hôtel de Castiglione,hotel,OPERATIONAL,ChIJqbGEAc1v5kcREXOozIcP9xs,48.8691819,2.3206141,3.4,842,"['lodging', 'point_of_interest', 'establishment']","38-40 Rue du Faubourg Saint-Honoré, Paris",
1109,Neuilly Park Hotel,hotel,OPERATIONAL,ChIJR3Tcm2Fl5kcRQrQc4EPahPo,48.88188710000001,2.276679,4.1,258,"['lodging', 'point_of_interest', 'establishment']","23 Rue Madeleine Michelis, Neuilly-sur-Seine",
1110,Hôtel Plaza Athénée,hotel,OPERATIONAL,ChIJkd-uh8pv5kcRe9TvkndT36Y,48.8662354,2.3043737,4.6,2147,"['lodging', 'point_of_interest', 'establishment']","25 Av. Montaigne, Paris",
1111,Hôtel France Eiffel,hotel,OPERATIONAL,ChIJl_7p8uFv5kcRr5K0w1soNKA,48.8515267,2.2896644,3.1,611,"['lodging', 'point_of_interest', 'establishment']","8 Rue St Charles, Paris",
1112,Campanile Paris 15 - Tour Eiffel,hotel,OPERATIONAL,ChIJw3o-Oxtw5kcRA4YML64zIEo,48.8505262,2.2887902,3.1,901,"['lodging', 'point_of_interest', 'establishment']","30 Rue St Charles, Paris",
1113,Hôtel Louvre Bons Enfants,hotel,OPERATIONAL,ChIJf5GfayRu5kcR7ZMRe3avWts,48.8628188,2.3381937,3.8,259,"['lodging', 'point_of_interest', 'establishment']","5 Rue des Bons Enfants, Paris",
1114,Hotel Chambiges Elysees,hotel,OPERATIONAL,ChIJJXeD0txv5kcRL6obHBYfPKo,48.8668923,2.3038677,4.4,181,"['lodging', 'point_of_interest', 'establishment']","8 Rue Chambiges, Paris",
1115,Shangri-La Paris,hotel,OPERATIONAL,ChIJB7rdOORv5kcRoBirgNG42xE,48.8639219,2.2933966,4.7,2411,"['lodging', 'point_of_interest', 'establishment']","10 Av. d'Iéna, Paris",
1116,Hôtel d'Orsay,hotel,OPERATIONAL,ChIJu39_OCtu5kcRWVQ7SFa0J-k,48.8604126,2.3231273,4.7,369,"['lodging', 'point_of_interest', 'establishment']","93 Rue de Lille, Paris",
1117,Hôtel Le Marquis Eiffel Paris,hotel,OPERATIONAL,ChIJFSHRyRhw5kcRhQYlnB2SCqM,48.8516323,2.2978509,4.5,440,"['lodging', 'point_of_interest', 'establishment']","15 Rue Dupleix, Paris",
1118,Hôtel du Louvre – Part of the Unbound Collection by Hyatt.,hotel,OPERATIONAL,ChIJX9h1uSVu5kcR-6dgllIRSrE,48.8629906,2.3356856,4.6,585,"['lodging', 'point_of_interest', 'establishment']","Pl. André Malraux, Paris",
1119,"Hôtel de Crillon, A Rosewood Hotel",hotel,OPERATIONAL,ChIJC_jkvdJv5kcRqjbmf7Zql3s,48.8672743,2.3210947,4.7,2081,"['spa', 'bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","10 Pl. de la Concorde, Paris",
1120,Hôtel Duquesne Eiffel,hotel,OPERATIONAL,ChIJVeysbSZw5kcRpvGcjqNpa0U,48.852636,2.3090537,4.4,358,"['lodging', 'point_of_interest', 'establishment']","23 Av. Duquesne, Paris",
1121,Hôtel Lutetia,hotel,OPERATIONAL,ChIJeZFhedFx5kcRMsoJLvDQUrM,48.8508225,2.3272754,4.5,1732,"['lodging', 'point_of_interest', 'establishment']","45 Bd Raspail, Paris",
1122,Hôtel Vinci Due & Spa,hotel,OPERATIONAL,ChIJ30PJTf9v5kcRo72ks5WsbsY,48.8582689,2.3308877,4.5,82,"['spa', 'bar', 'lodging', 'point_of_interest', 'establishment']","28 Rue de Lille, Paris",
1123,Hôtel Saint Cyr Etoile,hotel,OPERATIONAL,ChIJlVBAZIxv5kcRMP-3OeKWf8c,48.8804706,2.2855706,4.0,195,"['lodging', 'point_of_interest', 'establishment']","101 Av. des Ternes, Paris",
1124,Hotel des Deux Continents,hotel,OPERATIONAL,ChIJFdUZFdhx5kcREz36A-Twvj4,48.8552788,2.3344528,4.2,299,"['lodging', 'point_of_interest', 'establishment']","25 Rue Jacob, Paris",
1125,Hôtel de France Invalides,hotel,OPERATIONAL,ChIJ0yQqPyZw5kcRMMz2zjjPGWQ,48.8535042,2.3092966,4.0,435,"['lodging', 'point_of_interest', 'establishment']","102 Bd de la Tour-Maubourg, Paris",
1126,Vestay George V,hotel,OPERATIONAL,ChIJ__-P0MJv5kcRyfmee95zdnU,48.8677879,2.3027572,4.6,52,"['lodging', 'point_of_interest', 'establishment']","12 Rue Marbeuf, Paris",
1127,citizenM Paris Champs Elysées hotel,hotel,OPERATIONAL,ChIJ-Xatx6Fv5kcR9gL_YziY_Co,48.8709368,2.3057987,4.6,230,"['lodging', 'point_of_interest', 'establishment']","128 Rue La Boétie, Paris",
1128,Fraser Suites Le Claridge Champs-Elysées,hotel,OPERATIONAL,ChIJtzNtuMNv5kcRMTfryrsLXHc,48.8710427,2.3047955,4.3,860,"['lodging', 'point_of_interest', 'establishment']","74 Av. des Champs-Élysées, Paris",
1129,Hotel Regina Louvre,hotel,OPERATIONAL,ChIJP_-HCS9u5kcRsj9b1x7Pl8w,48.86386539999999,2.3325488,4.4,557,"['bar', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","2 Pl. des Pyramides, Paris",
1130,Hotel Cambon,hotel,OPERATIONAL,ChIJMU28fi1u5kcRKfAdDDlaG9I,48.8663933,2.3252224,4.2,243,"['lodging', 'point_of_interest', 'establishment']","3 Rue Cambon, Paris",
1131,Hôtel Royal Elysées,hotel,OPERATIONAL,ChIJuWOiLexv5kcR591J75YMuCg,48.8729176,2.2926827,3.4,346,"['lodging', 'point_of_interest', 'establishment']","6 Av. Victor Hugo, Paris",
1132,Hôtel Jean Bart,hotel,OPERATIONAL,ChIJI0TDP9Bx5kcRWCAuuDCETng,48.8476341,2.3311959,4.1,98,"['lodging', 'point_of_interest', 'establishment']","9 Rue Jean Bart, Paris",
1133,Hôtel TROCADERO LA TOUR Best Western Premier,hotel,OPERATIONAL,ChIJqbnXzf9v5kcRbPGzZSJESN8,48.8583108,2.2795047,4.1,235,"['lodging', 'point_of_interest', 'establishment']","5bis Rue Massenet, Paris",
1134,Hôtel Volney Opéra,hotel,OPERATIONAL,ChIJY2FZETFu5kcREPs3jLWhTWs,48.8698968,2.3303158,4.3,222,"['lodging', 'point_of_interest', 'establishment']","11 Rue Volney, Paris",
1135,Arabic Restaurant Lebnanes,restaurant,OPERATIONAL,ChIJN3u7zPpv5kcR5LK9LVLVPdg,48.8656895,2.288813,3.8,28,"['restaurant', 'point_of_interest', 'food', 'establishment']","98 Av. Kléber, Paris",
1136,Deuz Restaurant,restaurant,OPERATIONAL,ChIJJ5EeqkBw5kcRID8n5cNHnIo,48.8368901,2.3031606,4.5,301,"['restaurant', 'point_of_interest', 'food', 'establishment']","37 Rue d'Alleray, Paris",2
1137,Restaurant,restaurant,OPERATIONAL,ChIJ5arrblRv5kcRrUkvP-ESvQc,48.8710319,2.2923369,4.7,3,"['restaurant', 'point_of_interest', 'food', 'establishment']","26 Av. Kléber, Paris",
1138,Balilli,restaurant,OPERATIONAL,ChIJrRRttudv5kcRSz0j1g6zLXM,48.8659077,2.2979115,4.5,386,"['restaurant', 'point_of_interest', 'food', 'establishment']","15 Rue Goethe, Paris",
